report_id,report_key,filer_name,filing_date,filing_format,report_url,status,transactions_found,error,checked_at_utc
121df9b4-2fea-46d1-8090-10cf701ddb38,121df9b4-2fea-46d1-8090-10cf701ddb38,"Jerry Moran,",2021-05-19,electronic_html,https://efdsearch.senate.gov/search/view/ptr/121df9b4-2fea-46d1-8090-10cf701ddb38/,ok_reused,1,,2026-09-10T17:05:26Z
84c90822-fa5c-4230-9db0-61ead2fc469a,84c90822-fa5c-4230-9db0-61ead2fc469a,Shelley M Capito,2021-05-19,electronic_html,https://efdsearch.senate.gov/search/view/ptr/84c90822-fa5c-4230-9db0-61ead2fc469a/,ok_reused,1,,2026-09-10T17:05:26Z
b7ddcd56-16da-4a95-8000-2c2ac19be5e6,b7ddcd56-16da-4a95-8000-2c2ac19be5e6,Susan M Collins,2021-05-12,electronic_html,https://efdsearch.senate.gov/search/view/ptr/b7ddcd56-16da-4a95-8000-2c2ac19be5e6/,ok_reused,2,,2026-09-10T17:05:26Z
612be9f2-83b7-4ae3-b107-458dd493b516,612be9f2-83b7-4ae3-b107-458dd493b516,JOHN BOOZMAN,2021-05-11,paper_scan,https://efdsearch.senate.gov/search/view/paper/612be9f2-83b7-4ae3-b107-458dd493b516/,paper_deferred,0,Paper filing intentionally deferred to a future project.,2026-09-10T17:05:26Z
1c08a95d-02db-456c-8b96-e3e27ed2dc29,1c08a95d-02db-456c-8b96-e3e27ed2dc29,Tina Smith,2021-05-10,electronic_html,https://efdsearch.senate.gov/search/view/ptr/1c08a95d-02db-456c-8b96-e3e27ed2dc29/,ok_reused,1,,2026-09-10T17:05:26Z
6b110b5f-e060-4d6d-b1c2-b14d8442d03c,6b110b5f-e060-4d6d-b1c2-b14d8442d03c,JOHN BOOZMAN,2021-05-06,paper_scan,https://efdsearch.senate.gov/search/view/paper/6b110b5f-e060-4d6d-b1c2-b14d8442d03c/,paper_deferred,0,Paper filing intentionally deferred to a future project.,2026-09-10T17:05:26Z
505fff21-a8c4-426e-9475-b119d3602361,505fff21-a8c4-426e-9475-b119d3602361,"William F Hagerty, IV",2021-05-04,electronic_html,https://efdsearch.senate.gov/search/view/ptr/505fff21-a8c4-426e-9475-b119d3602361/,ok_reused,1,,2026-09-10T17:05:26Z
19a274dd-2f9c-4468-b9f2-dc68f2d2ac6b,19a274dd-2f9c-4468-b9f2-dc68f2d2ac6b,Ron L Wyden,2021-04-30,electronic_html,https://efdsearch.senate.gov/search/view/ptr/19a274dd-2f9c-4468-b9f2-dc68f2d2ac6b/,ok_reused,3,,2026-09-10T17:05:26Z
d5f6be77-a2f6-49c5-8f4d-e299ffae70db,d5f6be77-a2f6-49c5-8f4d-e299ffae70db,Rick Scott,2021-04-23,electronic_html,https://efdsearch.senate.gov/search/view/ptr/d5f6be77-a2f6-49c5-8f4d-e299ffae70db/,ok_reused,2,,2026-09-10T17:05:26Z
084b183f-b04b-4d5d-98d4-3c3768a099ab,084b183f-b04b-4d5d-98d4-3c3768a099ab,Gary C Peters,2021-04-22,electronic_html,https://efdsearch.senate.gov/search/view/ptr/084b183f-b04b-4d5d-98d4-3c3768a099ab/,ok_reused,2,,2026-09-10T17:05:26Z
d746dd73-17e0-4fb7-9228-f410962653c0,d746dd73-17e0-4fb7-9228-f410962653c0,Ladda Tammy Duckworth,2021-04-16,electronic_html,https://efdsearch.senate.gov/search/view/ptr/d746dd73-17e0-4fb7-9228-f410962653c0/,ok_reused,3,,2026-09-10T17:05:26Z
378080ec-6299-4274-a5e6-aa4f68577985,378080ec-6299-4274-a5e6-aa4f68577985,Daniel S Sullivan,2021-04-13,electronic_html,https://efdsearch.senate.gov/search/view/ptr/378080ec-6299-4274-a5e6-aa4f68577985/,ok_reused,1,,2026-09-10T17:05:26Z
ab7ffb25-df44-407d-9972-1608b7be4861,ab7ffb25-df44-407d-9972-1608b7be4861,Shelley M Capito,2021-04-12,electronic_html,https://efdsearch.senate.gov/search/view/ptr/ab7ffb25-df44-407d-9972-1608b7be4861/,ok_reused,6,,2026-09-10T17:05:26Z
