first_name,last_name,filer_name,office,filing_date,report_title,report_id,report_key,filing_format,report_url
John,Boozman,John Boozman,"Boozman, John (Senator)",2026-09-11,Periodic Transaction Report for 09/11/2026,6298991b-e48f-4b11-9bbb-dfc94a7e1b32,6298991b-e48f-4b11-9bbb-dfc94a7e1b32,electronic_html,https://efdsearch.senate.gov/search/view/ptr/6298991b-e48f-4b11-9bbb-dfc94a7e1b32/
John,Boozman,John Boozman,"Boozman, John (Senator)",2026-09-11,Periodic Transaction Report for 09/11/2026,0632f542-7ac2-46e4-bd9c-603e3673f0cd,0632f542-7ac2-46e4-bd9c-603e3673f0cd,electronic_html,https://efdsearch.senate.gov/search/view/ptr/0632f542-7ac2-46e4-bd9c-603e3673f0cd/
John,Fetterman,John Fetterman,"Fetterman, John (Senator)",2026-09-09,Periodic Transaction Report for 09/10/2026,a0431e36-2161-4e97-b99a-74a966d7193a,a0431e36-2161-4e97-b99a-74a966d7193a,electronic_html,https://efdsearch.senate.gov/search/view/ptr/a0431e36-2161-4e97-b99a-74a966d7193a/
Cory A,Booker,Cory A Booker,"Booker, Cory (Senator)",2026-09-09,Periodic Transaction Report for 09/09/2026,e5144197-e49c-4f74-bec4-19f1f3124668,e5144197-e49c-4f74-bec4-19f1f3124668,electronic_html,https://efdsearch.senate.gov/search/view/ptr/e5144197-e49c-4f74-bec4-19f1f3124668/
Sheldon,Whitehouse,Sheldon Whitehouse,"Whitehouse, Sheldon (Senator)",2026-09-02,Periodic Transaction Report for 09/02/2026,f8d003c0-ca1e-4c39-9d66-632d220180e1,f8d003c0-ca1e-4c39-9d66-632d220180e1,electronic_html,https://efdsearch.senate.gov/search/view/ptr/f8d003c0-ca1e-4c39-9d66-632d220180e1/
RICHARD,BLUMENTHAL,RICHARD BLUMENTHAL,Senator,2026-08-31,Periodic Transaction Report for 08/31/2026,929216d5-5dbd-429c-858c-1e9332924627,929216d5-5dbd-429c-858c-1e9332924627,paper_scan,https://efdsearch.senate.gov/search/view/paper/929216d5-5dbd-429c-858c-1e9332924627/
Christopher A,Coons,Christopher A Coons,"Coons, Chris (Senator)",2026-08-28,Periodic Transaction Report for 08/28/2026,5a76ceb6-2d1d-4430-8a17-6512bcb402be,5a76ceb6-2d1d-4430-8a17-6512bcb402be,electronic_html,https://efdsearch.senate.gov/search/view/ptr/5a76ceb6-2d1d-4430-8a17-6512bcb402be/
David H,McCormick,David H McCormick,"McCormick, David H. (Senator)",2026-08-27,Periodic Transaction Report for 08/27/2026,257795ae-e1b2-411d-b562-8fe4c2a4f2a1,257795ae-e1b2-411d-b562-8fe4c2a4f2a1,electronic_html,https://efdsearch.senate.gov/search/view/ptr/257795ae-e1b2-411d-b562-8fe4c2a4f2a1/
John,Boozman,John Boozman,"Boozman, John (Senator)",2026-08-24,Periodic Transaction Report for 12/08/2025 (Amendment 1),51455bcd-4966-4e77-b481-09897ada81ae,51455bcd-4966-4e77-b481-09897ada81ae,electronic_html,https://efdsearch.senate.gov/search/view/ptr/51455bcd-4966-4e77-b481-09897ada81ae/
RICHARD,BLUMENTHAL,RICHARD BLUMENTHAL,Senator,2026-08-21,Periodic Transaction Report for 08/21/2026,ec20cd93-6702-4a29-b3a6-983f4b17f365,ec20cd93-6702-4a29-b3a6-983f4b17f365,paper_scan,https://efdsearch.senate.gov/search/view/paper/ec20cd93-6702-4a29-b3a6-983f4b17f365/
John,Boozman,John Boozman,"Boozman, John (Senator)",2026-08-20,Periodic Transaction Report for 05/14/2025 (Amendment 1),f727289a-4d72-4c90-a3ea-63d5bcd23398,f727289a-4d72-4c90-a3ea-63d5bcd23398,electronic_html,https://efdsearch.senate.gov/search/view/ptr/f727289a-4d72-4c90-a3ea-63d5bcd23398/
John,Boozman,John Boozman,"Boozman, John (Senator)",2026-08-17,Periodic Transaction Report for 08/17/2026,28e465df-caf1-4a98-8ebc-605e1e1ba99b,28e465df-caf1-4a98-8ebc-605e1e1ba99b,electronic_html,https://efdsearch.senate.gov/search/view/ptr/28e465df-caf1-4a98-8ebc-605e1e1ba99b/
John,Boozman,John Boozman,"Boozman, John (Senator)",2026-08-17,Periodic Transaction Report for 08/17/2026 (Amendment 1),4184cc9a-78e0-45f3-84f7-642011e6ff98,4184cc9a-78e0-45f3-84f7-642011e6ff98,electronic_html,https://efdsearch.senate.gov/search/view/ptr/4184cc9a-78e0-45f3-84f7-642011e6ff98/
John,Boozman,John Boozman,"Boozman, John (Senator)",2026-08-17,Periodic Transaction Report for 08/17/2026,4a558db2-e492-4e8f-8a28-7b703a5c8e08,4a558db2-e492-4e8f-8a28-7b703a5c8e08,electronic_html,https://efdsearch.senate.gov/search/view/ptr/4a558db2-e492-4e8f-8a28-7b703a5c8e08/
Mark R,Warner,Mark R Warner,"Warner, Mark (Senator)",2026-08-14,Periodic Transaction Report for 08/14/2026,047c4167-e0a9-44d4-a2bf-5477eb6b20ab,047c4167-e0a9-44d4-a2bf-5477eb6b20ab,electronic_html,https://efdsearch.senate.gov/search/view/ptr/047c4167-e0a9-44d4-a2bf-5477eb6b20ab/
Timothy P,Sheehy,Timothy P Sheehy,"Sheehy, Tim (Senator)",2026-08-13,Periodic Transaction Report for 08/14/2026,e15641c6-d632-4b7a-82d1-45c242b1515a,e15641c6-d632-4b7a-82d1-45c242b1515a,electronic_html,https://efdsearch.senate.gov/search/view/ptr/e15641c6-d632-4b7a-82d1-45c242b1515a/
Rick,Scott,Rick Scott,"Scott, Rick (Senator)",2026-08-13,Periodic Transaction Report for 03/03/2025 (Amendment 1),f0a05c3b-66e0-4287-a388-454e2b4c823d,f0a05c3b-66e0-4287-a388-454e2b4c823d,electronic_html,https://efdsearch.senate.gov/search/view/ptr/f0a05c3b-66e0-4287-a388-454e2b4c823d/
John,Fetterman,John Fetterman,"Fetterman, John (Senator)",2026-08-10,Periodic Transaction Report for 08/10/2026,c993b04b-6773-47e2-9b61-ab5dfe9e68b1,c993b04b-6773-47e2-9b61-ab5dfe9e68b1,electronic_html,https://efdsearch.senate.gov/search/view/ptr/c993b04b-6773-47e2-9b61-ab5dfe9e68b1/
Ron L,Wyden,Ron L Wyden,"Wyden, Ron (Senator)",2026-08-08,Periodic Transaction Report for 08/09/2026,5ecc9b5c-07c1-4ec1-bd4a-2db759eff299,5ecc9b5c-07c1-4ec1-bd4a-2db759eff299,electronic_html,https://efdsearch.senate.gov/search/view/ptr/5ecc9b5c-07c1-4ec1-bd4a-2db759eff299/
Gary C,Peters,Gary C Peters,"Peters, Gary (Senator)",2026-08-07,Periodic Transaction Report for 08/07/2026,328a9b36-1205-4117-bdc4-cd7c3ccbcbbc,328a9b36-1205-4117-bdc4-cd7c3ccbcbbc,electronic_html,https://efdsearch.senate.gov/search/view/ptr/328a9b36-1205-4117-bdc4-cd7c3ccbcbbc/
Thomas H,Tuberville,Thomas H Tuberville,"Tuberville, Tommy (Senator)",2026-08-05,Periodic Transaction Report for 01/15/2026 (Amendment 1),57cf1745-e3dd-4afd-8685-228153848631,57cf1745-e3dd-4afd-8685-228153848631,electronic_html,https://efdsearch.senate.gov/search/view/ptr/57cf1745-e3dd-4afd-8685-228153848631/
Thomas H,Tuberville,Thomas H Tuberville,"Tuberville, Tommy (Senator)",2026-08-05,Periodic Transaction Report for 11/15/2025 (Amendment 1),1a5e6752-653a-4b11-82b6-efd51d466bb6,1a5e6752-653a-4b11-82b6-efd51d466bb6,electronic_html,https://efdsearch.senate.gov/search/view/ptr/1a5e6752-653a-4b11-82b6-efd51d466bb6/
Thomas H,Tuberville,Thomas H Tuberville,"Tuberville, Tommy (Senator)",2026-08-05,Periodic Transaction Report for 05/15/2025 (Amendment 1),014817f0-9809-457f-8ac5-048948608e02,014817f0-9809-457f-8ac5-048948608e02,electronic_html,https://efdsearch.senate.gov/search/view/ptr/014817f0-9809-457f-8ac5-048948608e02/
Thomas H,Tuberville,Thomas H Tuberville,"Tuberville, Tommy (Senator)",2026-08-05,Periodic Transaction Report for 02/14/2025 (Amendment 1),d1afafd0-a78f-44ef-ae47-da99dfb01317,d1afafd0-a78f-44ef-ae47-da99dfb01317,electronic_html,https://efdsearch.senate.gov/search/view/ptr/d1afafd0-a78f-44ef-ae47-da99dfb01317/
Thomas H,Tuberville,Thomas H Tuberville,"Tuberville, Tommy (Senator)",2026-08-05,Periodic Transaction Report for 11/15/2024 (Amendment 2),2b076d77-6bc1-4b67-8be9-8f45a787479f,2b076d77-6bc1-4b67-8be9-8f45a787479f,electronic_html,https://efdsearch.senate.gov/search/view/ptr/2b076d77-6bc1-4b67-8be9-8f45a787479f/
Thomas H,Tuberville,Thomas H Tuberville,"Tuberville, Tommy (Senator)",2026-08-05,Periodic Transaction Report for 11/15/2024 (Amendment 1),cce52b36-d00c-4710-a8ee-e84893fb4be1,cce52b36-d00c-4710-a8ee-e84893fb4be1,electronic_html,https://efdsearch.senate.gov/search/view/ptr/cce52b36-d00c-4710-a8ee-e84893fb4be1/
Thomas H,Tuberville,Thomas H Tuberville,"Tuberville, Tommy (Senator)",2026-08-05,Periodic Transaction Report for 09/13/2024 (Amendment 1),2758f09a-fda9-4fb4-a465-270173a8125d,2758f09a-fda9-4fb4-a465-270173a8125d,electronic_html,https://efdsearch.senate.gov/search/view/ptr/2758f09a-fda9-4fb4-a465-270173a8125d/
Thomas H,Tuberville,Thomas H Tuberville,"Tuberville, Tommy (Senator)",2026-08-05,Periodic Transaction Report for 06/14/2024 (Amendment 1),0a25588d-a3f8-4ed6-971a-706097f78e3a,0a25588d-a3f8-4ed6-971a-706097f78e3a,electronic_html,https://efdsearch.senate.gov/search/view/ptr/0a25588d-a3f8-4ed6-971a-706097f78e3a/
Thomas H,Tuberville,Thomas H Tuberville,"Tuberville, Tommy (Senator)",2026-08-05,Periodic Transaction Report for 04/15/2024 (Amendment 1),548cacbf-7cf2-42cb-9f23-71250938caae,548cacbf-7cf2-42cb-9f23-71250938caae,electronic_html,https://efdsearch.senate.gov/search/view/ptr/548cacbf-7cf2-42cb-9f23-71250938caae/
Shelley M,Capito,Shelley M Capito,"Capito, Shelley Moore (Senator)",2026-08-04,Periodic Transaction Report for 08/04/2026,60c01547-0cf9-46c6-9ce6-f0102f5941f6,60c01547-0cf9-46c6-9ce6-f0102f5941f6,electronic_html,https://efdsearch.senate.gov/search/view/ptr/60c01547-0cf9-46c6-9ce6-f0102f5941f6/
Rick,Scott,Rick Scott,"Scott, Rick (Senator)",2026-08-03,Periodic Transaction Report for 08/03/2026,d20def77-73a7-44e0-8be0-b9b05492deed,d20def77-73a7-44e0-8be0-b9b05492deed,electronic_html,https://efdsearch.senate.gov/search/view/ptr/d20def77-73a7-44e0-8be0-b9b05492deed/
Sheldon,Whitehouse,Sheldon Whitehouse,"Whitehouse, Sheldon (Senator)",2026-08-03,Periodic Transaction Report for 08/03/2026,96db6e64-f7c3-4483-b0aa-af10ba2bdbbd,96db6e64-f7c3-4483-b0aa-af10ba2bdbbd,electronic_html,https://efdsearch.senate.gov/search/view/ptr/96db6e64-f7c3-4483-b0aa-af10ba2bdbbd/
David H,McCormick,David H McCormick,"McCormick, David H. (Senator)",2026-07-29,Periodic Transaction Report for 07/29/2026,19fb5a84-b9f8-4847-841e-84c67a0edfe0,19fb5a84-b9f8-4847-841e-84c67a0edfe0,electronic_html,https://efdsearch.senate.gov/search/view/ptr/19fb5a84-b9f8-4847-841e-84c67a0edfe0/
Bernie,Moreno,Bernie Moreno,"Moreno, Bernardo (Senator)",2026-07-24,Periodic Transaction Report for 07/24/2026,bccf83ce-dd72-4ab6-8564-b3bbb1d2ee55,bccf83ce-dd72-4ab6-8564-b3bbb1d2ee55,electronic_html,https://efdsearch.senate.gov/search/view/ptr/bccf83ce-dd72-4ab6-8564-b3bbb1d2ee55/
Alan,Armstrong,Alan Armstrong,"Armstrong, Alan (Senator)",2026-07-21,Periodic Transaction Report for 07/21/2026,fda235b3-bad7-4637-8fa1-053f354d929c,fda235b3-bad7-4637-8fa1-053f354d929c,electronic_html,https://efdsearch.senate.gov/search/view/ptr/fda235b3-bad7-4637-8fa1-053f354d929c/
Jerry,"Moran,","Jerry Moran,","Moran, Jerry (Senator)",2026-07-21,Periodic Transaction Report for 07/21/2026,cff197e2-b90b-4b53-b97d-eecf226a1980,cff197e2-b90b-4b53-b97d-eecf226a1980,electronic_html,https://efdsearch.senate.gov/search/view/ptr/cff197e2-b90b-4b53-b97d-eecf226a1980/
RICHARD,BLUMENTHAL,RICHARD BLUMENTHAL,Senator,2026-07-17,Periodic Transaction Report for 07/17/2026,3a4c5095-028a-4614-a692-836719da4e63,3a4c5095-028a-4614-a692-836719da4e63,paper_scan,https://efdsearch.senate.gov/search/view/paper/3a4c5095-028a-4614-a692-836719da4e63/
Thomas H,Tuberville,Thomas H Tuberville,"Tuberville, Tommy (Senator)",2026-07-16,Periodic Transaction Report for 07/16/2026,392ac3e5-07f6-4f8c-840f-84e9066ffb29,392ac3e5-07f6-4f8c-840f-84e9066ffb29,electronic_html,https://efdsearch.senate.gov/search/view/ptr/392ac3e5-07f6-4f8c-840f-84e9066ffb29/
John,Boozman,John Boozman,"Boozman, John (Senator)",2026-07-13,Periodic Transaction Report for 07/13/2026,c52854ed-a778-483a-883c-0ba2bba17877,c52854ed-a778-483a-883c-0ba2bba17877,electronic_html,https://efdsearch.senate.gov/search/view/ptr/c52854ed-a778-483a-883c-0ba2bba17877/
John,Boozman,John Boozman,"Boozman, John (Senator)",2026-07-13,Periodic Transaction Report for 07/13/2026,9c0b720d-7e27-4b02-8cf5-a85ba88c9543,9c0b720d-7e27-4b02-8cf5-a85ba88c9543,electronic_html,https://efdsearch.senate.gov/search/view/ptr/9c0b720d-7e27-4b02-8cf5-a85ba88c9543/
John,Fetterman,John Fetterman,"Fetterman, John (Senator)",2026-07-09,Periodic Transaction Report for 07/09/2026,a5fdbba4-9c67-4002-b931-1cd910ce590d,a5fdbba4-9c67-4002-b931-1cd910ce590d,electronic_html,https://efdsearch.senate.gov/search/view/ptr/a5fdbba4-9c67-4002-b931-1cd910ce590d/
Sheldon,Whitehouse,Sheldon Whitehouse,"Whitehouse, Sheldon (Senator)",2026-07-08,Periodic Transaction Report for 07/08/2026,5d9b1b8e-2ae1-442b-860c-e79b8a701dc6,5d9b1b8e-2ae1-442b-860c-e79b8a701dc6,electronic_html,https://efdsearch.senate.gov/search/view/ptr/5d9b1b8e-2ae1-442b-860c-e79b8a701dc6/
Shelley M,Capito,Shelley M Capito,"Capito, Shelley Moore (Senator)",2026-07-06,Periodic Transaction Report for 07/06/2026,4f4d76c6-52ab-4edb-884d-b6c43e7b1bbe,4f4d76c6-52ab-4edb-884d-b6c43e7b1bbe,electronic_html,https://efdsearch.senate.gov/search/view/ptr/4f4d76c6-52ab-4edb-884d-b6c43e7b1bbe/
Gary C,Peters,Gary C Peters,"Peters, Gary (Senator)",2026-07-02,Periodic Transaction Report for 07/02/2026,40fbe259-f282-4982-a53f-1c7278d041cd,40fbe259-f282-4982-a53f-1c7278d041cd,electronic_html,https://efdsearch.senate.gov/search/view/ptr/40fbe259-f282-4982-a53f-1c7278d041cd/
John R,Curtis,John R Curtis,"Curtis, John R. (Senator)",2026-06-30,Periodic Transaction Report for 06/30/2026,96d0794e-fb53-495f-9137-fff88d0885e6,96d0794e-fb53-495f-9137-fff88d0885e6,electronic_html,https://efdsearch.senate.gov/search/view/ptr/96d0794e-fb53-495f-9137-fff88d0885e6/
A. Mitchell,"McConnell, Jr.","A. Mitchell McConnell, Jr.","McConnell, A. Mitchell Jr. (Senator)",2026-06-30,Periodic Transaction Report for 06/30/2026,36b2e868-6789-43e3-91eb-ebe85aad5699,36b2e868-6789-43e3-91eb-ebe85aad5699,electronic_html,https://efdsearch.senate.gov/search/view/ptr/36b2e868-6789-43e3-91eb-ebe85aad5699/
David H,McCormick,David H McCormick,"McCormick, David H. (Senator)",2026-06-26,Periodic Transaction Report for 06/27/2026,ff0b0573-2809-40ae-8197-4b26648e9027,ff0b0573-2809-40ae-8197-4b26648e9027,electronic_html,https://efdsearch.senate.gov/search/view/ptr/ff0b0573-2809-40ae-8197-4b26648e9027/
Jerry,"Moran,","Jerry Moran,","Moran, Jerry (Senator)",2026-06-25,Periodic Transaction Report for 06/25/2026,7caf1b69-3678-4420-8812-a1476a1a6158,7caf1b69-3678-4420-8812-a1476a1a6158,electronic_html,https://efdsearch.senate.gov/search/view/ptr/7caf1b69-3678-4420-8812-a1476a1a6158/
John,Boozman,John Boozman,"Boozman, John (Senator)",2026-06-16,Periodic Transaction Report for 06/16/2026 (Amendment 1),727b4eb6-d8c7-4792-aa5b-c651c2d72f9c,727b4eb6-d8c7-4792-aa5b-c651c2d72f9c,electronic_html,https://efdsearch.senate.gov/search/view/ptr/727b4eb6-d8c7-4792-aa5b-c651c2d72f9c/
John,Boozman,John Boozman,"Boozman, John (Senator)",2026-06-16,Periodic Transaction Report for 06/16/2026,a9754ff5-901a-4877-b7be-a647bd361c52,a9754ff5-901a-4877-b7be-a647bd361c52,electronic_html,https://efdsearch.senate.gov/search/view/ptr/a9754ff5-901a-4877-b7be-a647bd361c52/
John,Boozman,John Boozman,"Boozman, John (Senator)",2026-06-16,Periodic Transaction Report for 06/16/2026,2e076759-19df-458d-a3be-53610b8be5d0,2e076759-19df-458d-a3be-53610b8be5d0,electronic_html,https://efdsearch.senate.gov/search/view/ptr/2e076759-19df-458d-a3be-53610b8be5d0/
John,Fetterman,John Fetterman,"Fetterman, John (Senator)",2026-06-12,Periodic Transaction Report for 06/12/2026,4b69867f-0376-4526-93f2-cd556b1155c9,4b69867f-0376-4526-93f2-cd556b1155c9,electronic_html,https://efdsearch.senate.gov/search/view/ptr/4b69867f-0376-4526-93f2-cd556b1155c9/
Gary C,Peters,Gary C Peters,"Peters, Gary (Senator)",2026-06-11,Periodic Transaction Report for 06/11/2026,be9bb561-8290-4364-85b4-06a59ef0ec01,be9bb561-8290-4364-85b4-06a59ef0ec01,electronic_html,https://efdsearch.senate.gov/search/view/ptr/be9bb561-8290-4364-85b4-06a59ef0ec01/
RICHARD,BLUMENTHAL,RICHARD BLUMENTHAL,Senator,2026-06-08,Periodic Transaction Report for 06/08/2026,a0d25e8f-fe54-4328-a7ea-504da008742b,a0d25e8f-fe54-4328-a7ea-504da008742b,paper_scan,https://efdsearch.senate.gov/search/view/paper/a0d25e8f-fe54-4328-a7ea-504da008742b/
James,Banks,James Banks,"Banks, James E. (Senator)",2026-06-07,Periodic Transaction Report for 06/07/2026,59c6f909-ad10-429d-8a8c-df81b00cf5fd,59c6f909-ad10-429d-8a8c-df81b00cf5fd,electronic_html,https://efdsearch.senate.gov/search/view/ptr/59c6f909-ad10-429d-8a8c-df81b00cf5fd/
Sheldon,Whitehouse,Sheldon Whitehouse,"Whitehouse, Sheldon (Senator)",2026-06-02,Periodic Transaction Report for 06/02/2026,4aa0094d-d9da-4a05-aa13-6d9f5d376105,4aa0094d-d9da-4a05-aa13-6d9f5d376105,electronic_html,https://efdsearch.senate.gov/search/view/ptr/4aa0094d-d9da-4a05-aa13-6d9f5d376105/
David H,McCormick,David H McCormick,"McCormick, David H. (Senator)",2026-05-28,Periodic Transaction Report for 05/29/2026,5245bd7a-a8b7-4d3e-8fb1-f563322da8f8,5245bd7a-a8b7-4d3e-8fb1-f563322da8f8,electronic_html,https://efdsearch.senate.gov/search/view/ptr/5245bd7a-a8b7-4d3e-8fb1-f563322da8f8/
Bernie,Moreno,Bernie Moreno,"Moreno, Bernardo (Senator)",2026-05-22,Periodic Transaction Report for 05/22/2026,86810b3e-3dee-4e8e-9b47-6d3822385b7d,86810b3e-3dee-4e8e-9b47-6d3822385b7d,electronic_html,https://efdsearch.senate.gov/search/view/ptr/86810b3e-3dee-4e8e-9b47-6d3822385b7d/
RICHARD,BLUMENTHAL,RICHARD BLUMENTHAL,Senator,2026-05-19,Periodic Transaction Report for 05/19/2026,d02263c3-381d-4ee9-8d84-2c44d9baa59e,d02263c3-381d-4ee9-8d84-2c44d9baa59e,paper_scan,https://efdsearch.senate.gov/search/view/paper/d02263c3-381d-4ee9-8d84-2c44d9baa59e/
John,Fetterman,John Fetterman,"Fetterman, John (Senator)",2026-05-15,Periodic Transaction Report for 05/15/2026,98b63289-518f-44d6-b51c-4efc59acde85,98b63289-518f-44d6-b51c-4efc59acde85,electronic_html,https://efdsearch.senate.gov/search/view/ptr/98b63289-518f-44d6-b51c-4efc59acde85/
John,Fetterman,John Fetterman,"Fetterman, John (Senator)",2026-05-15,Periodic Transaction Report for 07/15/2025 (Amendment 1),50e54b67-b398-470e-8baf-e09e3be81d86,50e54b67-b398-470e-8baf-e09e3be81d86,electronic_html,https://efdsearch.senate.gov/search/view/ptr/50e54b67-b398-470e-8baf-e09e3be81d86/
John,Boozman,John Boozman,"Boozman, John (Senator)",2026-05-11,Periodic Transaction Report for 04/20/2025 (Amendment 1),8292d644-09cf-45f9-8126-cbf54a114745,8292d644-09cf-45f9-8126-cbf54a114745,electronic_html,https://efdsearch.senate.gov/search/view/ptr/8292d644-09cf-45f9-8126-cbf54a114745/
John,Boozman,John Boozman,"Boozman, John (Senator)",2026-05-11,Periodic Transaction Report for 10/10/2025 (Amendment 1),27f15751-bcec-4e3e-a0ab-d7e843c08d06,27f15751-bcec-4e3e-a0ab-d7e843c08d06,electronic_html,https://efdsearch.senate.gov/search/view/ptr/27f15751-bcec-4e3e-a0ab-d7e843c08d06/
Gary C,Peters,Gary C Peters,"Peters, Gary (Senator)",2026-05-11,Periodic Transaction Report for 05/11/2026,969f5bc0-89d8-4c76-a55e-944fb03aff0d,969f5bc0-89d8-4c76-a55e-944fb03aff0d,electronic_html,https://efdsearch.senate.gov/search/view/ptr/969f5bc0-89d8-4c76-a55e-944fb03aff0d/
Tina,Smith,Tina Smith,"Smith, Tina (Senator)",2026-05-10,Periodic Transaction Report for 05/10/2026,3f315067-5f69-42b3-b32d-063ce735957b,3f315067-5f69-42b3-b32d-063ce735957b,electronic_html,https://efdsearch.senate.gov/search/view/ptr/3f315067-5f69-42b3-b32d-063ce735957b/
John,Boozman,John Boozman,"Boozman, John (Senator)",2026-05-08,Periodic Transaction Report for 05/08/2026,c99d5ebd-82ce-439c-a678-014946f46c50,c99d5ebd-82ce-439c-a678-014946f46c50,electronic_html,https://efdsearch.senate.gov/search/view/ptr/c99d5ebd-82ce-439c-a678-014946f46c50/
John,Boozman,John Boozman,"Boozman, John (Senator)",2026-05-08,Periodic Transaction Report for 05/08/2026,f148dc2e-d440-4759-be4d-f000c1cd6e89,f148dc2e-d440-4759-be4d-f000c1cd6e89,electronic_html,https://efdsearch.senate.gov/search/view/ptr/f148dc2e-d440-4759-be4d-f000c1cd6e89/
Shelley M,Capito,Shelley M Capito,"Capito, Shelley Moore (Senator)",2026-05-07,Periodic Transaction Report for 05/07/2026,029f67f3-121a-406c-bddf-a9a7e7d6267b,029f67f3-121a-406c-bddf-a9a7e7d6267b,electronic_html,https://efdsearch.senate.gov/search/view/ptr/029f67f3-121a-406c-bddf-a9a7e7d6267b/
John,Fetterman,John Fetterman,"Fetterman, John (Senator)",2026-05-06,Periodic Transaction Report for 05/06/2026,f34c4d7a-29ba-48fb-beea-d94c1368cc99,f34c4d7a-29ba-48fb-beea-d94c1368cc99,electronic_html,https://efdsearch.senate.gov/search/view/ptr/f34c4d7a-29ba-48fb-beea-d94c1368cc99/
M. Michael,Rounds,M. Michael Rounds,"Rounds, Mike (Senator)",2026-05-06,Periodic Transaction Report for 05/06/2026,374c35de-6615-4f76-85b9-7f8922bdcc37,374c35de-6615-4f76-85b9-7f8922bdcc37,electronic_html,https://efdsearch.senate.gov/search/view/ptr/374c35de-6615-4f76-85b9-7f8922bdcc37/
John W,Hickenlooper,John W Hickenlooper,"Hickenlooper, John (Senator)",2026-05-05,Periodic Transaction Report for 05/05/2026,8036348f-2470-41f7-be97-d822d0b17e7c,8036348f-2470-41f7-be97-d822d0b17e7c,electronic_html,https://efdsearch.senate.gov/search/view/ptr/8036348f-2470-41f7-be97-d822d0b17e7c/
Sheldon,Whitehouse,Sheldon Whitehouse,"Whitehouse, Sheldon (Senator)",2026-05-04,Periodic Transaction Report for 05/04/2026,747b4aac-bbc9-4636-bf0f-95b0454e39d9,747b4aac-bbc9-4636-bf0f-95b0454e39d9,electronic_html,https://efdsearch.senate.gov/search/view/ptr/747b4aac-bbc9-4636-bf0f-95b0454e39d9/
David H,McCormick,David H McCormick,"McCormick, David H. (Senator)",2026-05-01,Periodic Transaction Report for 05/01/2026,dcea4793-9402-493b-8c92-ba4d77970c75,dcea4793-9402-493b-8c92-ba4d77970c75,electronic_html,https://efdsearch.senate.gov/search/view/ptr/dcea4793-9402-493b-8c92-ba4d77970c75/
James,Banks,James Banks,"Banks, James E. (Senator)",2026-04-20,Periodic Transaction Report for 04/20/2026,680da3d8-5f81-43a3-a658-0493c0070378,680da3d8-5f81-43a3-a658-0493c0070378,electronic_html,https://efdsearch.senate.gov/search/view/ptr/680da3d8-5f81-43a3-a658-0493c0070378/
John,Boozman,John Boozman,"Boozman, John (Senator)",2026-04-14,Periodic Transaction Report for 04/14/2026,e9d6ab5f-3a50-49bc-9f00-3ef4655045aa,e9d6ab5f-3a50-49bc-9f00-3ef4655045aa,electronic_html,https://efdsearch.senate.gov/search/view/ptr/e9d6ab5f-3a50-49bc-9f00-3ef4655045aa/
John,Boozman,John Boozman,"Boozman, John (Senator)",2026-04-14,Periodic Transaction Report for 04/14/2026,88c765c5-6550-47af-a81d-2e052c1c1b7e,88c765c5-6550-47af-a81d-2e052c1c1b7e,electronic_html,https://efdsearch.senate.gov/search/view/ptr/88c765c5-6550-47af-a81d-2e052c1c1b7e/
Shelley M,Capito,Shelley M Capito,"Capito, Shelley Moore (Senator)",2026-04-12,Periodic Transaction Report for 04/12/2026,aa38bdb0-5847-4bec-8e36-80d6ffc90837,aa38bdb0-5847-4bec-8e36-80d6ffc90837,electronic_html,https://efdsearch.senate.gov/search/view/ptr/aa38bdb0-5847-4bec-8e36-80d6ffc90837/
Sheldon,Whitehouse,Sheldon Whitehouse,"Whitehouse, Sheldon (Senator)",2026-04-08,Periodic Transaction Report for 04/08/2026,853d0789-28db-4789-9654-a73cff7740d7,853d0789-28db-4789-9654-a73cff7740d7,electronic_html,https://efdsearch.senate.gov/search/view/ptr/853d0789-28db-4789-9654-a73cff7740d7/
Susan M,Collins,Susan M Collins,"Collins, Susan M. (Senator)",2026-04-08,Periodic Transaction Report for 04/08/2026,e5e9e7aa-ffd0-4414-8d2e-1cb7592b9797,e5e9e7aa-ffd0-4414-8d2e-1cb7592b9797,electronic_html,https://efdsearch.senate.gov/search/view/ptr/e5e9e7aa-ffd0-4414-8d2e-1cb7592b9797/
RICHARD,BLUMENTHAL,RICHARD BLUMENTHAL,Senator,2026-04-08,Periodic Transaction Report for 04/08/2026,f028d2ce-4ab7-41a8-a67a-91675b6941d7,f028d2ce-4ab7-41a8-a67a-91675b6941d7,paper_scan,https://efdsearch.senate.gov/search/view/paper/f028d2ce-4ab7-41a8-a67a-91675b6941d7/
Shelley M,Capito,Shelley M Capito,"Capito, Shelley Moore (Senator)",2026-04-04,Periodic Transaction Report for 04/04/2026,ab712d8d-1afd-4f09-b29e-f1b65bba50b8,ab712d8d-1afd-4f09-b29e-f1b65bba50b8,electronic_html,https://efdsearch.senate.gov/search/view/ptr/ab712d8d-1afd-4f09-b29e-f1b65bba50b8/
John,Fetterman,John Fetterman,"Fetterman, John (Senator)",2026-04-03,Periodic Transaction Report for 04/03/2026,8d93e30a-19a8-43a9-93d8-e95d629b1039,8d93e30a-19a8-43a9-93d8-e95d629b1039,electronic_html,https://efdsearch.senate.gov/search/view/ptr/8d93e30a-19a8-43a9-93d8-e95d629b1039/
